CCU1_CLK_VADC_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_VADC_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_VADC_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_VADC_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_VADC_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_VADC_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU2_PM,0,1,PD,Initiate power-down mode,0,rw
CCU2_BASE_STAT,1,1,BASE_UART3_CLK_IND,Base clock indicator for BASE_UART3_CLK,1,r
CCU2_BASE_STAT,2,1,BASE_UART2_CLK_IND,Base clock indicator for BASE_UART2_CLK,1,r
CCU2_BASE_STAT,3,1,BASE_UART1_CLK_IND,Base clock indicator for BASE_UART1_CLK,1,r
CCU2_BASE_STAT,4,1,BASE_UART0_CLK_IND,Base clock indicator for BASE_UART0_CLK,1,r
CCU2_BASE_STAT,5,1,BASE_SSP1_CLK_IND,Base clock indicator for BASE_SSP1_CLK,1,r
CCU2_BASE_STAT,6,1,BASE_SSP0_CLK_IND,Base clock indicator for BASE_SSP0_CLK,1,r
CCU2_CLK_APLL_CFG,0,1,RUN,Run enable,1,rw
CCU2_CLK_APLL_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU2_CLK_APLL_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU2_CLK_APLL_STAT,0,1,RUN,Run enable status,1,r
CCU2_CLK_APLL_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU2_CLK_APLL_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU2_CLK_APB2_USART3_CFG,0,1,RUN,Run enable,1,rw
CCU2_CLK_APB2_USART3_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU2_CLK_APB2_USART3_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU2_CLK_APB2_USART3_STAT,0,1,RUN,Run enable status,1,r
CCU2_CLK_APB2_USART3_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU2_CLK_APB2_USART3_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU2_CLK_APB2_USART2_CFG,0,1,RUN,Run enable,1,rw
CCU2_CLK_APB2_USART2_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU2_CLK_APB2_USART2_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU2_CLK_APB2_USART2_STAT,0,1,RUN,Run enable status,1,r
CCU2_CLK_APB2_USART2_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU2_CLK_APB2_USART2_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU2_CLK_APB0_UART1_CFG,0,1,RUN,Run enable,1,rw
CCU2_CLK_APB0_UART1_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU2_CLK_APB0_UART1_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU2_CLK_APB0_UART1_STAT,0,1,RUN,Run enable status,1,r
CCU2_CLK_APB0_UART1_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU2_CLK_APB0_UART1_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU2_CLK_APB0_USART0_CFG,0,1,RUN,Run enable,1,rw
CCU2_CLK_APB0_USART0_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU2_CLK_APB0_USART0_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU2_CLK_APB0_USART0_STAT,0,1,RUN,Run enable status,1,r
CCU2_CLK_APB0_USART0_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU2_CLK_APB0_USART0_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU2_CLK_APB2_SSP1_CFG,0,1,RUN,Run enable,1,rw
CCU2_CLK_APB2_SSP1_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU2_CLK_APB2_SSP1_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU2_CLK_APB2_SSP1_STAT,0,1,RUN,Run enable status,1,r
CCU2_CLK_APB2_SSP1_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU2_CLK_APB2_SSP1_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU2_CLK_APB0_SSP0_CFG,0,1,RUN,Run enable,1,rw
CCU2_CLK_APB0_SSP0_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU2_CLK_APB0_SSP0_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU2_CLK_APB0_SSP0_STAT,0,1,RUN,Run enable status,1,r
CCU2_CLK_APB0_SSP0_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU2_CLK_APB0_SSP0_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU2_CLK_SDIO_CFG,0,1,RUN,Run enable,1,rw
CCU2_CLK_SDIO_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU2_CLK_SDIO_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU2_CLK_SDIO_STAT,0,1,RUN,Run enable status,1,r
CCU2_CLK_SDIO_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU2_CLK_SDIO_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
